LOCATION,TIME,Value
POL,1992,1.680999
POL,1993,8.691972
POL,1994,22.34732
POL,1995,15.09363
POL,1996,24.27599
POL,1997,31.06511
POL,1998,28.57822
POL,1999,29.65553
POL,2000,36.46886
POL,2001,27.61584
POL,2002,27.73978
POL,2003,32.79824
POL,2004,46.28621
POL,2005,56.74115
POL,2006,82.79401
POL,2007,113.3132
POL,2008,78.14728
POL,2009,61.47783
POL,2010,82.10414
POL,2011,85.68409
POL,2012,79.98017
POL,2013,92.82993
POL,2014,100.3148
POL,2015,100.0
POL,2016,90.16945
POL,2017,117.2323
POL,2018,114.101
POL,2019,112.6804
POL,2020,97.08381
POL,2021,125.352
POL,2022,109.7327
PRT,1988,32.07163
PRT,1989,32.40496
PRT,1990,32.249
PRT,1991,27.02936
PRT,1992,23.90752
PRT,1993,27.37392
PRT,1994,36.71106
PRT,1995,35.50695
PRT,1996,41.03752
PRT,1997,64.3963
PRT,1998,102.0019
PRT,1999,93.37344
PRT,2000,113.0757
PRT,2001,87.0468
PRT,2002,71.11423
PRT,2003,66.15204
PRT,2004,84.35725
PRT,2005,93.91418
PRT,2006,121.6776
PRT,2007,158.658
PRT,2008,118.7857
PRT,2009,99.46138
PRT,2010,107.0478
PRT,2011,102.2247
PRT,2012,84.68216
PRT,2013,101.506
PRT,2014,108.5378
PRT,2015,100.0
PRT,2016,97.16599
PRT,2017,111.8613
PRT,2018,122.5514
PRT,2019,125.4017
PRT,2020,128.1814
PRT,2021,155.7326
PRT,2022,174.8708
SVK,1994,93.06883
SVK,1995,67.63762
SVK,1996,75.16794
SVK,1997,70.49297
SVK,1998,45.77913
SVK,1999,32.20111
SVK,2000,31.86379
SVK,2001,39.43619
SVK,2002,44.96153
SVK,2003,63.26271
SVK,2004,82.05253
SVK,2005,168.1603
SVK,2006,155.4564
SVK,2007,162.7525
SVK,2008,166.2189
SVK,2009,122.5694
SVK,2010,87.12971
SVK,2011,87.92097
SVK,2012,75.87053
SVK,2013,73.54719
